ATIVO;DESC ATIVO;COMPONENTE;PROJETO;MDO;CODIGO;DESC CODIGO;FATOR I;FATOR R;FILTRO
;ESTRUTURA T2;ROPRIMT2;RONDONIA;MATERIAL;90364;PARAFUSO DISTR CAB QUAD ACO-GALV M16 300MM 5000DAN;1.0;1.0;
;ESTRUTURA T2;ROPRIMT2;RONDONIA;MATERIAL;90379;PARAFUSO DISTR ROSC TOTAL ACO-GALV M16 400MM 5000DAN;3.0;3.0;
;ESTRUTURA T2;ROPRIMT2;RONDONIA;MATERIAL;90251;PINO ISOLADOR AUTOTRAVANTE ACO M20/M16 168,5MM;4.0;4.0;
;ESTRUTURA T2;ROPRIMT2;RONDONIA;MATERIAL;90252;PINO ISOLADOR AUTOTRAVANTE ACO M20/M16 85,0MM;2.0;2.0;
;ESTRUTURA T2;ROPRIMT2;RONDONIA;MATERIAL;90524;SUPORTE ISOLADOR PILAR ACO-GALV 15KV 305X90X35MM 210DAN;2.0;2.0;
T3;ESTRUTURA T3;ROPRIMT3;RONDONIA;MAO-DE-OBRA;1031;Tipo N2/N3/M2/M3/B2/B3.;1.0;1.0;
;ESTRUTURA T3;ROPRIMT3;RONDONIA;MATERIAL;90389;ARRUELA QUADRADA ACO GALV 38X18X3MM;4.0;4.0;
;ESTRUTURA T3;ROPRIMT3;RONDONIA;MATERIAL;90662;CRUZETA DISTR CONCR TIPO RETAN 2400MM 90X115MM 400DAN CAA2;2.0;2.0;
;ESTRUTURA T3;ROPRIMT3;RONDONIA;MATERIAL;90448;GANCHO OLHAL ACO-GALV 130X88X13MM 50KN S/TRAVA;3.0;3.0;
;ESTRUTURA T3;ROPRIMT3;RONDONIA;MATERIAL;90277;ISOLADOR BASTAO POLIM ANCOR 15.0KV 370MM 380MM 50KN GO;3.0;3.0;
;ESTRUTURA T3;ROPRIMT3;RONDONIA;MATERIAL;90440;MANILHA SAPATILHA ACO GALV 110X60X34MM 5000DAN;3.0;3.0;
;ESTRUTURA T3;ROPRIMT3;RONDONIA;MATERIAL;90444;MAO FRANCESA PLANA ACO GALV 726X32MM 5MM 3000DAN;4.0;4.0;
;ESTRUTURA T3;ROPRIMT3;RONDONIA;MATERIAL;90446;OLHAL P/ PARAFUSO DISTR ACO-GALV 74X35MM 30X18MM 50KN;3.0;3.0;
;ESTRUTURA T3;ROPRIMT3;RONDONIA;MATERIAL;90361;PARAFUSO DISTR CAB QUAD ACO-GALV M16 150MM 5000DAN;4.0;4.0;
;ESTRUTURA T3;ROPRIMT3;RONDONIA;MATERIAL;90364;PARAFUSO DISTR CAB QUAD ACO-GALV M16 300MM 5000DAN;1.0;1.0;
;ESTRUTURA T3;ROPRIMT3;RONDONIA;MATERIAL;90379;PARAFUSO DISTR ROSC TOTAL ACO-GALV M16 400MM 5000DAN;3.0;3.0;
;ESTRUTURA T3;ROPRIMT3;RONDONIA;MATERIAL;90388;PORCA QUADR PESADA ACO-GALV M16 24X24X13MM 5000DAN;4.0;4.0;
;ESTRUTURA T4;ROPRIMT4;RONDONIA;MAO-DE-OBRA;1089;Amarração de condutor no isolador.;1.0;1.0;
T4;ESTRUTURA T4;ROPRIMT4;RONDONIA;MAO-DE-OBRA;1032;Tipo N4/M4/B4/TE.;1.0;1.0;
;ESTRUTURA T4;ROPRIMT4;RONDONIA;MATERIAL;90389;ARRUELA QUADRADA ACO GALV 38X18X3MM;4.0;4.0;
;ESTRUTURA T4;ROPRIMT4;RONDONIA;MATERIAL;90662;CRUZETA DISTR CONCR TIPO RETAN 2400MM 90X115MM 400DAN CAA2;2.0;2.0;
;ESTRUTURA T4;ROPRIMT4;RONDONIA;MATERIAL;90391;FIO AMARRACAO ALUMINIO MOLE 1F 6AWG 4.11MM 80DAN;1.0;1.0;
;ESTRUTURA T4;ROPRIMT4;RONDONIA;MATERIAL;90448;GANCHO OLHAL ACO-GALV 130X88X13MM 50KN S/TRAVA;6.0;6.0;
;ESTRUTURA T4;ROPRIMT4;RONDONIA;MATERIAL;90277;ISOLADOR BASTAO POLIM ANCOR 15.0KV 370MM 380MM 50KN GO;6.0;6.0;
;ESTRUTURA T4;ROPRIMT4;RONDONIA;MATERIAL;90253;ISOLADOR PILAR PORCEL 15,0KV 220MM 300MM 8.0KN M20 CTC;1.0;1.0;
;ESTRUTURA T4;ROPRIMT4;RONDONIA;MATERIAL;90440;MANILHA SAPATILHA ACO GALV 110X60X34MM 5000DAN;6.0;6.0;
;ESTRUTURA T4;ROPRIMT4;RONDONIA;MATERIAL;90444;MAO FRANCESA PLANA ACO GALV 726X32MM 5MM 3000DAN;4.0;4.0;
;ESTRUTURA T4;ROPRIMT4;RONDONIA;MATERIAL;90446;OLHAL P/ PARAFUSO DISTR ACO-GALV 74X35MM 30X18MM 50KN;6.0;6.0;
;ESTRUTURA T4;ROPRIMT4;RONDONIA;MATERIAL;90361;PARAFUSO DISTR CAB QUAD ACO-GALV M16 150MM 5000DAN;4.0;4.0;
;ESTRUTURA T4;ROPRIMT4;RONDONIA;MATERIAL;90364;PARAFUSO DISTR CAB QUAD ACO-GALV M16 300MM 5000DAN;1.0;1.0;
;ESTRUTURA T4;ROPRIMT4;RONDONIA;MATERIAL;90379;PARAFUSO DISTR ROSC TOTAL ACO-GALV M16 400MM 5000DAN;3.0;3.0;
;ESTRUTURA T4;ROPRIMT4;RONDONIA;MATERIAL;90252;PINO ISOLADOR AUTOTRAVANTE ACO M20/M16 85,0MM;1.0;1.0;
;ESTRUTURA T4;ROPRIMT4;RONDONIA;MATERIAL;90388;PORCA QUADR PESADA ACO-GALV M16 24X24X13MM 5000DAN;4.0;4.0;
;ESTRUTURA T4;ROPRIMT4;RONDONIA;MATERIAL;90524;SUPORTE ISOLADOR PILAR ACO-GALV 15KV 305X90X35MM 210DAN;2.0;2.0;
3F;SECCIONAMENTO DE CERCA 3 FIOS LISOS;ROSEC3FL;RONDONIA;MATERIAL;90300;ARAME REDOND ACO-GALV DURA 2,77MM BWG12;0.2;0.2;
;SECCIONAMENTO DE CERCA 3 FIOS LISOS;ROSEC3FL;RONDONIA;MATERIAL;22249;HASTE ATERRAMENTO PERF L CHANFR 25,0X25,0X 1000,0MM;3.0;3.0;
;SECCIONAMENTO DE CERCA 3 FIOS LISOS;ROSEC3FL;RONDONIA;MATERIAL;90954;SECCIONADOR PREF ACO-GALV 2,60-3,00MM 800MM 900DAN AMR;6.0;6.0;
4F;SECCIONAMENTO DE CERCA 4 FIOS LISOS;ROSEC4FL;RONDONIA;MAO-DE-OBRA;1129;Aterramento e seccionamento de cerca.;1.0;1.0;
;SECCIONAMENTO DE CERCA 4 FIOS LISOS;ROSEC4FL;RONDONIA;MATERIAL;90300;ARAME REDOND ACO-GALV DURA 2,77MM BWG12;0.2;0.2;
;SECCIONAMENTO DE CERCA 4 FIOS LISOS;ROSEC4FL;RONDONIA;MATERIAL;22249;HASTE ATERRAMENTO PERF L CHANFR 25,0X25,0X 1000,0MM;3.0;3.0;
;SECCIONAMENTO DE CERCA 4 FIOS LISOS;ROSEC4FL;RONDONIA;MATERIAL;90954;SECCIONADOR PREF ACO-GALV 2,60-3,00MM 800MM 900DAN AMR;8.0;8.0;
5F;SECCIONAMENTO DE CERCA 5 FIOS LISOS;ROSEC5FL;RONDONIA;MAO-DE-OBRA;1129;Aterramento e seccionamento de cerca.;1.0;1.0;
;SECCIONAMENTO DE CERCA 5 FIOS LISOS;ROSEC5FL;RONDONIA;MATERIAL;90300;ARAME REDOND ACO-GALV DURA 2,77MM BWG12;0.3;0.3;
;SECCIONAMENTO DE CERCA 5 FIOS LISOS;ROSEC5FL;RONDONIA;MATERIAL;22249;HASTE ATERRAMENTO PERF L CHANFR 25,0X25,0X 1000,0MM;3.0;3.0;
;SECCIONAMENTO DE CERCA 5 FIOS LISOS;ROSEC5FL;RONDONIA;MATERIAL;90954;SECCIONADOR PREF ACO-GALV 2,60-3,00MM 800MM 900DAN AMR;10.0;10.0;
6F;SECCIONAMENTO DE CERCA 6 FIOS LISOS;ROSEC6FL;RONDONIA;MAO-DE-OBRA;1129;Aterramento e seccionamento de cerca.;1.0;1.0;
;SECCIONAMENTO DE CERCA 6 FIOS LISOS;ROSEC6FL;RONDONIA;MATERIAL;90300;ARAME REDOND ACO-GALV DURA 2,77MM BWG12;0.4;0.4;
;SECCIONAMENTO DE CERCA 6 FIOS LISOS;ROSEC6FL;RONDONIA;MATERIAL;22249;HASTE ATERRAMENTO PERF L CHANFR 25,0X25,0X 1000,0MM;3.0;3.0;
;SECCIONAMENTO DE CERCA 6 FIOS LISOS;ROSEC6FL;RONDONIA;MATERIAL;90954;SECCIONADOR PREF ACO-GALV 2,60-3,00MM 800MM 900DAN AMR;12.0;12.0;
7F;SECCIONAMENTO DE CERCA 7 FIOS LISOS;ROSEC7FL;RONDONIA;MAO-DE-OBRA;1129;Aterramento e seccionamento de cerca.;1.0;1.0;
;SECCIONAMENTO DE CERCA 7 FIOS LISOS;ROSEC7FL;RONDONIA;MATERIAL;90300;ARAME REDOND ACO-GALV DURA 2,77MM BWG12;0.4;0.4;
;SECCIONAMENTO DE CERCA 7 FIOS LISOS;ROSEC7FL;RONDONIA;MATERIAL;22249;HASTE ATERRAMENTO PERF L CHANFR 25,0X25,0X 1000,0MM;3.0;3.0;
;SECCIONAMENTO DE CERCA 7 FIOS LISOS;ROSEC7FL;RONDONIA;MATERIAL;90954;SECCIONADOR PREF ACO-GALV 2,60-3,00MM 800MM 900DAN AMR;14.0;14.0;
8F;SECCIONAMENTO DE CERCA 8 FIOS LISOS;ROSEC8FL;RONDONIA;MAO-DE-OBRA;1129;Aterramento e seccionamento de cerca.;1.0;1.0;
;SECCIONAMENTO DE CERCA 8 FIOS LISOS;ROSEC8FL;RONDONIA;MATERIAL;90300;ARAME REDOND ACO-GALV DURA 2,77MM BWG12;0.4;0.4;
;SECCIONAMENTO DE CERCA 8 FIOS LISOS;ROSEC8FL;RONDONIA;MATERIAL;22249;HASTE ATERRAMENTO PERF L CHANFR 25,0X25,0X 1000,0MM;3.0;3.0;
;SECCIONAMENTO DE CERCA 8 FIOS LISOS;ROSEC8FL;RONDONIA;MATERIAL;90954;SECCIONADOR PREF ACO-GALV 2,60-3,00MM 800MM 900DAN AMR;16.0;16.0;
9F;SECCIONAMENTO DE CERCA 9 FIOS LISOS;ROSEC9FL;RONDONIA;MAO-DE-OBRA;1129;Aterramento e seccionamento de cerca.;1.0;1.0;
;SECCIONAMENTO DE CERCA 9 FIOS LISOS;ROSEC9FL;RONDONIA;MATERIAL;90300;ARAME REDOND ACO-GALV DURA 2,77MM BWG12;0.4;0.4;
;SECCIONAMENTO DE CERCA 9 FIOS LISOS;ROSEC9FL;RONDONIA;MATERIAL;22249;HASTE ATERRAMENTO PERF L CHANFR 25,0X25,0X 1000,0MM;3.0;3.0;
;SECCIONAMENTO DE CERCA 9 FIOS LISOS;ROSEC9FL;RONDONIA;MATERIAL;90954;SECCIONADOR PREF ACO-GALV 2,60-3,00MM 800MM 900DAN AMR;18.0;18.0;
TR115;TRAFO 15KVA MONOFÁSICO SEM CHAVE;ROTRF1F15;RONDONIA;MAO-DE-OBRA;1073;Trafo Monofásico com pára-raios e sem chaves.;1.0;1.0;
;TRAFO 15KVA MONOFÁSICO SEM CHAVE;ROTRF1F15;RONDONIA;MATERIAL;91008;TRANSF DISTR AER OMI 1F/N 7,969KV 240/120V 15KVA CL2 5TP;0.0;1.0;
;TRAFO 15KVA MONOFÁSICO SEM CHAVE;ROTRF1F15;RONDONIA;MATERIAL;91617;TRANSF DISTR AER OVI 1F 7,967KV 240/120V 15KVA CL2 5TP;1.0;0.0;
TR125;TRAFO 25KVA MONOFÁSICO SEM CHAVE;ROTRF1F25;RONDONIA;MAO-DE-OBRA;1073;Trafo Monofásico com pára-raios e sem chaves.;1.0;1.0;
;TRAFO 25KVA MONOFÁSICO SEM CHAVE;ROTRF1F25;RONDONIA;MATERIAL;91618;TRANSF DISTR AER OVI 1F 7,967KV 240/120V 25KVA CL2 5TP;1.0;1.0;
TR110;TRAFO 10KVA MONOFÁSICO SEM CHAVE;ROTRF1F10;RONDONIA;MAO-DE-OBRA;1073;Trafo Monofásico com pára-raios e sem chaves.;1.0;1.0;
;TRAFO 10KVA MONOFÁSICO SEM CHAVE;ROTRF1F10;RONDONIA;MATERIAL;91027;TRANSF DISTR AER OMI 1F 7,969KV 240/120V 10KVA CL2 5TP;0.0;1.0;
;TRAFO 10KVA MONOFÁSICO SEM CHAVE;ROTRF1F10;RONDONIA;MATERIAL;91616;TRANSF DISTR AER OVI 1F 7,967KV 240/120V 10KVA CL2 5TP;1.0;0.0;
TR15;TRAFO 5KVA MONOFÁSICO SEM CHAVE;ROTRF1F5;RONDONIA;MAO-DE-OBRA;1073;Trafo Monofásico com pára-raios e sem chaves.;1.0;1.0;
;TRAFO 5KVA MONOFÁSICO SEM CHAVE;ROTRF1F5;RONDONIA;MATERIAL;91026;TRANSF DISTR AER OMI 1F 7,969KV 240/120V 5KVA CL2 5TP;1.0;1.0;
TR3112;TRAFO 112,5KVA TRIFÁSICO SEM CHAVE REDE NUA;ROTRF3F112;RONDONIA;MAO-DE-OBRA;1070;Trafo trifasico com pára-raios e sem chave.;1.0;1.0;
;TRAFO 112,5KVA TRIFÁSICO SEM CHAVE REDE NUA;ROTRF3F112;RONDONIA;MATERIAL;90048;TRANSF DISTR AER OMI 3F 13,8KV 220/127V 112,5KVA CL2 4TP;0.0;1.0;
;TRAFO 112,5KVA TRIFÁSICO SEM CHAVE REDE NUA;ROTRF3F112;RONDONIA;MATERIAL;91130;TRANSF DISTR AER OVI 3F 13,8KV 220/127V 112,5KVA CL2 4TP;1.0;0.0;
TR375;TRAFO 75KVA TRIFÁSICO SEM CHAVE;ROTRF3F75;RONDONIA;MAO-DE-OBRA;1070;Trafo trifasico com pára-raios e sem chave.;1.0;1.0;
;TRAFO 75KVA TRIFÁSICO SEM CHAVE;ROTRF3F75;RONDONIA;MATERIAL;91129;TRANSF DISTR AER OVI 3F 13,8KV 220/127V 75KVA CL2 4TP;1.0;0.0;
;TRAFO 75KVA TRIFÁSICO SEM CHAVE;ROTRF3F75;RONDONIA;MATERIAL;90055;TRANSF DISTR AER OMI 3F 13,8KV 220/127V 75KVA CL2 4TP;0.0;1.0;
TR345;TRAFO 45KVA TRIFÁSICO SEM CHAVE;ROTRF3F45;RONDONIA;MAO-DE-OBRA;1070;Trafo trifasico com pára-raios e sem chave.;1.0;1.0;
;TRAFO 45KVA TRIFÁSICO SEM CHAVE;ROTRF3F45;RONDONIA;MATERIAL;90054;TRANSF DISTR AER OMI 3F 13,8KV 220/127V 45KVA CL2 4TP;1.0;1.0;
EF05H;ELO FUSIVEL 0,5H;S_ELO0,5H;RONDONIA;MAO-DE-OBRA;1083;Elo Fusível (peça).;1.0;1.0;
;ELO FUSIVEL 0,5H;S_ELO0,5H;RONDONIA;MATERIAL;90497;ELO FUSIVEL DISTRIBUICAO TIPO H 0,5A 500MM;1.0;1.0;
EF12K;ELO FUSIVEL 12K;S_ELO12K;RONDONIA;MAO-DE-OBRA;1083;Elo Fusível (peça).;1.0;1.0;
;ELO FUSIVEL 12K;S_ELO12K;RONDONIA;MATERIAL;90505;ELO FUSIVEL DISTRIBUICAO TIPO K 12A 500MM;1.0;1.0;
EF1H;ELO FUSIVEL 1H;S_ELO1H;RONDONIA;MAO-DE-OBRA;1083;Elo Fusível (peça).;1.0;1.0;
;ELO FUSIVEL 1H;S_ELO1H;RONDONIA;MATERIAL;90498;ELO FUSIVEL DISTRIBUICAO TIPO H 1A 500MM;1.0;1.0;
EF2H;ELO FUSIVEL 2H;S_ELO2H;RONDONIA;MAO-DE-OBRA;1083;Elo Fusível (peça).;1.0;1.0;
;ELO FUSIVEL 2H;S_ELO2H;RONDONIA;MATERIAL;90499;ELO FUSIVEL DISTRIBUICAO TIPO H 2A 500MM;1.0;1.0;
EF3H;ELO FUSIVEL 3H;S_ELO3H;RONDONIA;MAO-DE-OBRA;1083;Elo Fusível (peça).;1.0;1.0;
;ELO FUSIVEL 3H;S_ELO3H;RONDONIA;MATERIAL;90500;ELO FUSIVEL DISTRIBUICAO TIPO H 3A 500MM;1.0;1.0;
EF5H;ELO FUSIVEL 5H;S_ELO5H;RONDONIA;MAO-DE-OBRA;1083;Elo Fusível (peça).;1.0;1.0;
;ELO FUSIVEL 5H;S_ELO5H;RONDONIA;MATERIAL;90501;ELO FUSIVEL DISTRIBUICAO TIPO H 5A 500MM;1.0;1.0;
S0;ESTRUTURA SECUNDARIA TANGENTE S0;S0;RONDONIA;MAO-DE-OBRA;1046;Estrutura Secundária 10 e 30;1.0;1.0;
;ESTRUTURA SECUNDARIA TANGENTE S0;S0;RONDONIA;MATERIAL;90389;ARRUELA QUADRADA ACO GALV 38X18X3MM;2.0;2.0;
;ESTRUTURA SECUNDARIA TANGENTE S0;S0;RONDONIA;MATERIAL;90365;PARAFUSO DISTR CAB QUAD ACO-GALV M16 350MM 5000DAN;1.0;1.0;
;ESTRUTURA SECUNDARIA TANGENTE S0;S0;RONDONIA;MATERIAL;90387;PORCA OLHAL STD SAE1045 GALV MG M16 78,0MM;1.0;1.0;
;ESTRUTURA SECUNDARIA TANGENTE S0;S0;RONDONIA;MATERIAL;90409;SAPATILHA DISTRIBUICAO ACO-GALV 9,5MM 3/8POL 3160DAN;2.0;2.0;
S0T;ESTRUTURA SECUNDARIA TOPO S0T;S0T;RONDONIA;MAO-DE-OBRA;1046;Estrutura Secundária 10 e 30;1.0;1.0;
;ESTRUTURA SECUNDARIA TOPO S0T;S0T;RONDONIA;MATERIAL;90389;ARRUELA QUADRADA ACO GALV 38X18X3MM;2.0;2.0;
;ESTRUTURA SECUNDARIA TOPO S0T;S0T;RONDONIA;MATERIAL;90365;PARAFUSO DISTR CAB QUAD ACO-GALV M16 350MM 5000DAN;1.0;1.0;
;ESTRUTURA SECUNDARIA TOPO S0T;S0T;RONDONIA;MATERIAL;90387;PORCA OLHAL STD SAE1045 GALV MG M16 78,0MM;1.0;1.0;
;ESTRUTURA SECUNDARIA TOPO S0T;S0T;RONDONIA;MATERIAL;90409;SAPATILHA DISTRIBUICAO ACO-GALV 9,5MM 3/8POL 3160DAN;1.0;1.0;
SUPLC;"SUPORTE ""L"" 290MM";SUPORTE L;RONDONIA;MATERIAL;90522;SUPORTE TIPO L CRUZETA ACO-GALV 205X85X38X8MM 200DAN;1.0;1.0;
SUPTR;KIT PARA TRAFO TRIFASICOS;SUPORTE TR;RONDONIA;MATERIAL;90389;ARRUELA QUADRADA ACO GALV 38X18X3MM;16.0;16.0;
;KIT PARA TRAFO TRIFASICOS;SUPORTE TR;RONDONIA;MATERIAL;90373;PARAFUSO DISTR CAB ABAU ACO-GALV M16 70MM 5000DAN;8.0;8.0;
;KIT PARA TRAFO TRIFASICOS;SUPORTE TR;RONDONIA;MATERIAL;90903;SUPORTE TRANSF PST DT ACO GALV 210X115MM 76X8MM 3000DAN;2.0;2.0;
SUPZ;SUPORTE Z PARA CHAVE/PARA-RAIOS (REDE COMPACTA);SUPORTE Z;RONDONIA;MATERIAL;90523;SUPORTE TIPO Z ACO-GALV 15/36,2KV 85X113X85X9,5MM 400DAN;1.0;1.0;
TR1;REINSTALAR TRAFO MONOFASICO;TRAFO 1;RONDONIA;MAO-DE-OBRA;1071;Trafo Monofasico;1.0;1.0;
TR1PR;REINSTALAR TRAFO MONO COM PARA RAIO;TRAFO 1 PR;RONDONIA;MAO-DE-OBRA;1073;Trafo Monofásico com pára-raios e sem chaves.;1.0;1.0;
TR1PRCH;REINSTALAR TRAFO MONO COM PARA RAIO E CHAVE;TRAFO 1 PR CH;RONDONIA;MAO-DE-OBRA;1072;Trafo Monofásico com chaves e pára-raios;1.0;1.0;
TR3;REINSTALAR TRAFO TRIFASICO;TRAFO 3;RONDONIA;MAO-DE-OBRA;1074;Trafo Trifasico;1.0;1.0;
TR3PR;REINSTALAR TRAFO TRIF COM PARA RAIO;TRAFO 3 PR;RONDONIA;MAO-DE-OBRA;1070;Trafo trifasico com pára-raios e sem chave.;1.0;1.0;
TR3PRCH;REINSTALAR TRAFO TRIF COM PARA RAIO E CHAVE;TRAFO 3 PR CH;RONDONIA;MAO-DE-OBRA;1069;Trafo trifasico com chaves e pára-raios.;1.0;1.0;
;TRANSF DISTR AER OVI 1F 19,919KV 240/120V 15KVA CL2 5TP;91632;RONDONIA;MATERIAL;91632;TRANSF DISTR AER OVI 1F 19,919KV 240/120V 15KVA CL2 5TP;1.0;1.0;
MEDT;MEDIDOR Trifásico Rural/Urbano;MDTR120;RONDONIA;MATERIAL;42780;MEDIDOR TRIF.EN.ATIV/REAT 120/240V;1.0;1.0;
;MEDIDOR Trifásico Rural/Urbano;MDTR120;RONDONIA;MAO-DE-OBRA;60128;MEDIDOR 3F;1.0;1.0;
MEDB;MEDIDOR Bifásico Rural/Urbano;ROMB120;RONDONIA;MATERIAL;42839;MEDIDOR BIF.EN.AT.120V.15A.3FIOS.S/M;1.0;1.0;
;MEDIDOR Bifásico Rural/Urbano;ROMB120;RONDONIA;MAO-DE-OBRA;60127;MEDIDOR 2F;1.0;1.0;
MEDR;MEDIDOR Monofásico Rural;ROMDM240;RONDONIA;MATERIAL;42834;MEDIDOR MONOF.EN.AT.240V.15A.3FIOS.S/M;1.0;1.0;
;MEDIDOR Monofásico Rural;ROMDM240;RONDONIA;MAO-DE-OBRA;60126;MEDIDOR 1F;1.0;1.0;
MEDU;MEDIDOR Monofásico Urbano;ROMM120;RONDONIA;MATERIAL;42829;MEDIDOR MONOF.EN.AT.120/240V.15A.2FIOS.S/M;1.0;1.0;
;MEDIDOR Monofásico Urbano;ROMM120;RONDONIA;MAO-DE-OBRA;60126;MEDIDOR 1F;1.0;1.0;
;POSTE CONCRETO DT 10/400;10400;RONDONIA;MATERIAL;22793;POSTE CONCRETO DT 10/400;1.0;1.0;
DT10/400;POSTE CONCRETO DT 10/400;10400;RONDONIA;MAO-DE-OBRA;1015;POSTE CONCRETO DT 10/400;1.0;1.0;
TR3112V;TRANSF DISTR AER OVI 3F 13,8KV 220/127V 112,5KVA CL2 4TP;91130;RONDONIA;MATERIAL;91130;TRANSF DISTR AER OVI 3F 13,8KV 220/127V 112,5KVA CL2 4TP;1.0;1.0;
TR3150V;TRANSF DISTR AER OVI 3F 13,8KV 220/127V 150KVA CL2 4TP;91131;RONDONIA;MATERIAL;91131;TRANSF DISTR AER OVI 3F 13,8KV 220/127V 150KVA CL2 4TP;1.0;1.0;
TR315V;TRANSF DISTR AER OVI 3F 13,8KV 220/127V 15KVA CL2 4TP;91126;RONDONIA;MATERIAL;91126;TRANSF DISTR AER OVI 3F 13,8KV 220/127V 15KVA CL2 4TP;1.0;1.0;
TR3225V;TRANSF DISTR AER OVI 3F 13,8KV 220/127V 225KVA CL2 4TP;91132;RONDONIA;MATERIAL;91132;TRANSF DISTR AER OVI 3F 13,8KV 220/127V 225KVA CL2 4TP;1.0;1.0;
TR3300V;TRANSF DISTR AER OVI 3F 13,8KV 220/127V 300KVA CL2 4TP;91133;RONDONIA;MATERIAL;91133;TRANSF DISTR AER OVI 3F 13,8KV 220/127V 300KVA CL2 4TP;1.0;1.0;
TR330V;TRANSF DISTR AER OVI 3F 13,8KV 220/127V 30KVA CL2 4TP;91127;RONDONIA;MATERIAL;91127;TRANSF DISTR AER OVI 3F 13,8KV 220/127V 30KVA CL2 4TP;1.0;1.0;
TR345V;TRANSF DISTR AER OVI 3F 13,8KV 220/127V 45KVA CL2 4TP;91128;RONDONIA;MATERIAL;91128;TRANSF DISTR AER OVI 3F 13,8KV 220/127V 45KVA CL2 4TP;1.0;1.0;
TR375V;TRANSF DISTR AER OVI 3F 13,8KV 220/127V 75KVA CL2 4TP;91129;RONDONIA;MATERIAL;91129;TRANSF DISTR AER OVI 3F 13,8KV 220/127V 75KVA CL2 4TP;1.0;1.0;
;TRANSF DISTR AER OVI 3F 34,5KV 220/127V 112,5KVA CL2 4TP;91189;RONDONIA;MATERIAL;91189;TRANSF DISTR AER OVI 3F 34,5KV 220/127V 112,5KVA CL2 4TP;1.0;1.0;
;TRANSF DISTR AER OVI 3F 34,5KV 220/127V 150KVA CL2 4TP;91193;RONDONIA;MATERIAL;91193;TRANSF DISTR AER OVI 3F 34,5KV 220/127V 150KVA CL2 4TP;1.0;1.0;
;TRANSF DISTR AER OVI 3F 34,5KV 220/127V 15KVA CL2 4TP;91185;RONDONIA;MATERIAL;91185;TRANSF DISTR AER OVI 3F 34,5KV 220/127V 15KVA CL2 4TP;1.0;1.0;
;TRANSF DISTR AER OVI 3F 34,5KV 220/127V 30KVA CL2 4TP;91186;RONDONIA;MATERIAL;91186;TRANSF DISTR AER OVI 3F 34,5KV 220/127V 30KVA CL2 4TP;1.0;1.0;
;TRANSF DISTR AER OVI 3F 34,5KV 220/127V 45KVA CL2 4TP;91187;RONDONIA;MATERIAL;91187;TRANSF DISTR AER OVI 3F 34,5KV 220/127V 45KVA CL2 4TP;1.0;1.0;
;TRANSF DISTR AER OVI 3F 34,5KV 220/127V 75KVA CL2 4TP;91188;RONDONIA;MATERIAL;91188;TRANSF DISTR AER OVI 3F 34,5KV 220/127V 75KVA CL2 4TP;1.0;1.0;
;TRANSF DISTR AER OVI 3F 34,5KV 220/127V 225KVA CL2 4TP;91194;RONDONIA;MATERIAL;91194;TRANSF DISTR AER OVI 3F 34,5KV 220/127V 225KVA CL2 4TP;1.0;1.0;
;TRANSF DISTR AER OVI 3F 34,5KV 220/127V 300KVA CL2 4TP;91195;RONDONIA;MATERIAL;91195;TRANSF DISTR AER OVI 3F 34,5KV 220/127V 300KVA CL2 4TP;1.0;1.0;
TR125V;TRANSF DISTR AER OVI 1F 7,967KV 240/120V 25KVA CL2 5TP;91618;RONDONIA;MATERIAL;91618;TRANSF DISTR AER OVI 1F 7,967KV 240/120V 25KVA CL2 5TP;1.0;1.0;
TR115V;TRANSF DISTR AER OVI 1F 7,967KV 240/120V 15KVA CL2 5TP;91617;RONDONIA;MATERIAL;91617;TRANSF DISTR AER OVI 1F 7,967KV 240/120V 15KVA CL2 5TP;1.0;1.0;
;TRANSF DISTR AER OVI 1F 19,919KV 240/120V 15KVA CL2 5TP;91632;RONDONIA;MATERIAL;91632;TRANSF DISTR AER OVI 1F 19,919KV 240/120V 15KVA CL2 5TP;1.0;1.0;
;TRANSF DISTR AER OVI 1F 19,919KV 240/120V 25KVA CL2 5TP;91633;RONDONIA;MATERIAL;91633;TRANSF DISTR AER OVI 1F 19,919KV 240/120V 25KVA CL2 5TP;1.0;1.0;
TR110V;TRANSF DISTR AER OVI 1F 7,967KV 240/120V 10KVA CL2 5TP;91616;RONDONIA;MATERIAL;91616;TRANSF DISTR AER OVI 1F 7,967KV 240/120V 10KVA CL2 5TP;1.0;1.0;
;TRANSF DISTR AER OVI 1F 19,919KV 240/120V 10KVA CL2 5TP;91631;RONDONIA;MATERIAL;91631;TRANSF DISTR AER OVI 1F 19,919KV 240/120V 10KVA CL2 5TP;1.0;1.0;
;;;;;90394;ABRACADEIRA CINTA AUTOTRAV POLIAM PT 230X9,0MM;1.0;1.0;
;;;;;90395;ABRACADEIRA CINTA AUTOTRAV POLIAM PT 390X9,0MM;1.0;1.0;
;;;;;90396;ABRACADEIRA IDENTIFIC CABO AUTOTRAV POLIAM PT LETRA A;1.0;1.0;
;;;;;90397;ABRACADEIRA IDENTIFIC CABO AUTOTRAV POLIAM PT LETRA B;1.0;1.0;
;;;;;90398;ABRACADEIRA IDENTIFIC CABO AUTOTRAV POLIAM PT LETRA C;1.0;1.0;
;;;;;90229;AFASTADOR ARMACAO SECUND SAE1020 GALV 5 FUROS 500X 900MM;1.0;1.0;
