ATIVO;DESC ATIVO;COMPONENTE;PROJETO;MDO;CODIGO;DESC CODIGO;FATOR I;FATOR R;FILTRO
;CONECTOR CUNHA 4-4 E 2-6 C/ CART. PVC;CC4-4;RONDONIA;MATERIAL;90787;CONECTOR CUNHA ALUM CN-12 5,18-8,38/4,11-6,55MM VRM;1.0;1.0;
;CONECTOR CUNHA 4/0 A 4/0 C/ CART. PVC;CC40-40;RONDONIA;MAO-DE-OBRA;1118;Conexão Tipo com Cunha, por peça.;1.0;1.0;
C40;CONECTOR CUNHA 4/0 A 4/0 C/ CART. PVC;CC40-40;RONDONIA;MATERIAL;90487;CARTUCHO CONECTOR CUNHA METAL 14,8X5,7X7,0MM AZUL;1.0;1.0;
;CONECTOR CUNHA 4/0 A 4/0 C/ CART. PVC;CC40-40;RONDONIA;MATERIAL;90798;CONECTOR CUNHA ALUM CN-15 10,40-14,53/10,40-14,53MM AZL;1.0;1.0;
;CONECTOR CUNHA 1/0 C 4/0;CC50-120P;RONDONIA;MAO-DE-OBRA;1118;Conexão Tipo com Cunha, por peça.;3.0;3.0;
C12050;CONECTOR CUNHA 1/0 C 4/0;CC50-120P;RONDONIA;MATERIAL;90888;CAPA PROT CONECTOR CUNHA 15KV 166X100MM SERIE AZUL;3.0;3.0;
;CONECTOR CUNHA 1/0 C 4/0;CC50-120P;RONDONIA;MATERIAL;90487;CARTUCHO CONECTOR CUNHA METAL 14,8X5,7X7,0MM AZUL;3.0;3.0;
;CONECTOR CUNHA 1/0 C 4/0;CC50-120P;RONDONIA;MATERIAL;90798;CONECTOR CUNHA ALUM CN-15 10,40-14,53/10,40-14,53MM AZL;3.0;3.0;
;CONECTOR CUNHA 1/0 C 185;CC50-185P;RONDONIA;MAO-DE-OBRA;1118;Conexão Tipo com Cunha, por peça.;3.0;3.0;
C18550;CONECTOR CUNHA 1/0 C 185;CC50-185P;RONDONIA;MATERIAL;90888;CAPA PROT CONECTOR CUNHA 15KV 166X100MM SERIE AZUL;3.0;3.0;
;CONECTOR CUNHA 1/0 C 185;CC50-185P;RONDONIA;MATERIAL;90487;CARTUCHO CONECTOR CUNHA METAL 14,8X5,7X7,0MM AZUL;3.0;3.0;
;CONECTOR CUNHA 1/0 C 185;CC50-185P;RONDONIA;MATERIAL;90798;CONECTOR CUNHA ALUM CN-15 10,40-14,53/10,40-14,53MM AZL;3.0;3.0;
;CONECTOR CUNHA 1/0 C/ 1/0;CC50-50P;RONDONIA;MAO-DE-OBRA;1118;Conexão Tipo com Cunha, por peça.;3.0;3.0;
C50;CONECTOR CUNHA 1/0 C/ 1/0;CC50-50P;RONDONIA;MATERIAL;90888;CAPA PROT CONECTOR CUNHA 15KV 166X100MM SERIE AZUL;3.0;3.0;
;CONECTOR CUNHA 1/0 C/ 1/0;CC50-50P;RONDONIA;MATERIAL;90487;CARTUCHO CONECTOR CUNHA METAL 14,8X5,7X7,0MM AZUL;3.0;3.0;
;CONECTOR CUNHA 1/0 C/ 1/0;CC50-50P;RONDONIA;MATERIAL;90791;CONECTOR CUNHA ALUM CN-10 8,23-14,53/4,11-11,79MM AZL;3.0;3.0;
;CONECTOR CUNHA 1/0 C /2/0;CC50-70P;RONDONIA;MAO-DE-OBRA;1118;Conexão Tipo com Cunha, por peça.;3.0;3.0;
C7050;CONECTOR CUNHA 1/0 C /2/0;CC50-70P;RONDONIA;MATERIAL;90888;CAPA PROT CONECTOR CUNHA 15KV 166X100MM SERIE AZUL;3.0;3.0;
;CONECTOR CUNHA 1/0 C /2/0;CC50-70P;RONDONIA;MATERIAL;90487;CARTUCHO CONECTOR CUNHA METAL 14,8X5,7X7,0MM AZUL;3.0;3.0;
;CONECTOR CUNHA 1/0 C /2/0;CC50-70P;RONDONIA;MATERIAL;90791;CONECTOR CUNHA ALUM CN-10 8,23-14,53/4,11-11,79MM AZL;3.0;3.0;
;CONECTOR CUNHA 2/0 C 4/0;CC70-120P;RONDONIA;MAO-DE-OBRA;1118;Conexão Tipo com Cunha, por peça.;3.0;3.0;
C12070;CONECTOR CUNHA 2/0 C 4/0;CC70-120P;RONDONIA;MATERIAL;90888;CAPA PROT CONECTOR CUNHA 15KV 166X100MM SERIE AZUL;3.0;3.0;
;CONECTOR CUNHA 2/0 C 4/0;CC70-120P;RONDONIA;MATERIAL;90487;CARTUCHO CONECTOR CUNHA METAL 14,8X5,7X7,0MM AZUL;3.0;3.0;
;CONECTOR CUNHA 2/0 C 4/0;CC70-120P;RONDONIA;MATERIAL;90798;CONECTOR CUNHA ALUM CN-15 10,40-14,53/10,40-14,53MM AZL;3.0;3.0;
;CONECTOR CUNHA 2/0 C 185;CC70-185P;RONDONIA;MAO-DE-OBRA;1118;Conexão Tipo com Cunha, por peça.;3.0;3.0;
C18570;CONECTOR CUNHA 2/0 C 185;CC70-185P;RONDONIA;MATERIAL;90888;CAPA PROT CONECTOR CUNHA 15KV 166X100MM SERIE AZUL;3.0;3.0;
;CONECTOR CUNHA 2/0 C 185;CC70-185P;RONDONIA;MATERIAL;90487;CARTUCHO CONECTOR CUNHA METAL 14,8X5,7X7,0MM AZUL;3.0;3.0;
;CONECTOR CUNHA 2/0 C 185;CC70-185P;RONDONIA;MATERIAL;90799;CONECTOR CUNHA ALUM CN-03 15,24-17,37/8,23-15,24MM AZL;3.0;3.0;
;CONECTOR CUNHA 2/0 C 2/0;CC70-70P;RONDONIA;MAO-DE-OBRA;1118;Conexão Tipo com Cunha, por peça.;3.0;3.0;
C70;CONECTOR CUNHA 2/0 C 2/0;CC70-70P;RONDONIA;MATERIAL;90888;CAPA PROT CONECTOR CUNHA 15KV 166X100MM SERIE AZUL;3.0;3.0;
;CONECTOR CUNHA 2/0 C 2/0;CC70-70P;RONDONIA;MATERIAL;90487;CARTUCHO CONECTOR CUNHA METAL 14,8X5,7X7,0MM AZUL;3.0;3.0;
;CONECTOR CUNHA 2/0 C 2/0;CC70-70P;RONDONIA;MATERIAL;90798;CONECTOR CUNHA ALUM CN-15 10,40-14,53/10,40-14,53MM AZL;3.0;3.0;
CA10;CABO ALUM CA NU 1/0 AWG 1F POPPY;CCBAL10N;RONDONIA;MAO-DE-OBRA;1103;Condutores de alumínio, por 100Kg.;0.004933333;0.004933333;
;CABO ALUM CA NU 1/0 AWG 1F POPPY;CCBAL10N;RONDONIA;MATERIAL;90259;CABO ALUM NU 1F CA/AAC 1/0AWG POPPY;0.148;0.148;
CAZ309;CABO DE ACO SM 3.09MM CAZ;CCBAZ30;RONDONIA;MAO-DE-OBRA;1103;Condutores de alumínio, por 100Kg.;0.01;0.01;
;CABO DE ACO SM 3.09MM CAZ;CCBAZ30;RONDONIA;MATERIAL;8242;FIO ACO ZINCADO CAZ 3,09 MM;0.058;0.058;
;CONECTOR CUNHA 336/336 C/ CART. PVC;CCC336-336;RONDONIA;MAO-DE-OBRA;1118;Conexão Tipo com Cunha, por peça.;1.0;1.0;
C336;CONECTOR CUNHA 336/336 C/ CART. PVC;CCC336-336;RONDONIA;MATERIAL;90487;CARTUCHO CONECTOR CUNHA METAL 14,8X5,7X7,0MM AZUL;1.0;1.0;
;CONECTOR CUNHA 336/336 C/ CART. PVC;CCC336-336;RONDONIA;MATERIAL;90796;CONECTOR CUNHA ALUM CN-02 15,24-17,37/11,68-17,37MM AZL;1.0;1.0;
;CONECTOR F.H. P/ CB 53MM2(1/0) C/ CB 53MM2(1/0);CCH10-10;RONDONIA;MAO-DE-OBRA;1119;Conexão Tipo compressão, por peça.;1.0;1.0;
CH10;CONECTOR F.H. P/ CB 53MM2(1/0) C/ CB 53MM2(1/0);CCH10-10;RONDONIA;MATERIAL;90481;CONECTOR DERIV COMPR ALUM H3 8,30-11,90MM/8,30-11,90MM;1.0;1.0;
;CONECTOR F.H. P/ CB 53MM2(1/0) C/ CB 67MM2(2/0);CCH10-20;RONDONIA;MAO-DE-OBRA;1119;Conexão Tipo compressão, por peça.;1.0;1.0;
CH2010;CONECTOR F.H. P/ CB 53MM2(1/0) C/ CB 67MM2(2/0);CCH10-20;RONDONIA;MATERIAL;90481;CONECTOR DERIV COMPR ALUM H3 8,30-11,90MM/8,30-11,90MM;1.0;1.0;
;CONECTOR F.H. P/ CB 53MM2(1/0) C/ CB 107MM2(4/0);CCH10-40;RONDONIA;MAO-DE-OBRA;1119;Conexão Tipo compressão, por peça.;1.0;1.0;
CH4010;CONECTOR F.H. P/ CB 53MM2(1/0) C/ CB 107MM2(4/0);CCH10-40;RONDONIA;MATERIAL;90482;CONECTOR DERIV COMPR ALUM H4 11,70-14,30MM/8,30-11,90MM;1.0;1.0;
;CONECTOR F.H. P/ CB 34MM2(2) C/ CB 53MM2(1/0);CCH2-10;RONDONIA;MAO-DE-OBRA;1119;Conexão Tipo compressão, por peça.;1.0;1.0;
CH102;CONECTOR F.H. P/ CB 34MM2(2) C/ CB 53MM2(1/0);CCH2-10;RONDONIA;MATERIAL;90480;CONECTOR DERIV COMPR ALUM H2 6,40-8,40MM/4,10-8,40MM;1.0;1.0;
;CONECTOR F.H. P/ CB 34MM2(2) C/ CB 34MM2(2);CCH2-2;RONDONIA;MAO-DE-OBRA;1119;Conexão Tipo compressão, por peça.;1.0;1.0;
CH2;CONECTOR F.H. P/ CB 34MM2(2) C/ CB 34MM2(2);CCH2-2;RONDONIA;MATERIAL;90479;CONECTOR DERIV COMPR ALUM H1 4,10-8,40MM/4,10-8,40MM;1.0;1.0;
;CONECTOR F.H. P/ CB 34MM2(2) C/ CB 67MM2(2/0);CCH2-20;RONDONIA;MAO-DE-OBRA;1119;Conexão Tipo compressão, por peça.;1.0;1.0;
CH202;CONECTOR F.H. P/ CB 34MM2(2) C/ CB 67MM2(2/0);CCH2-20;RONDONIA;MATERIAL;90480;CONECTOR DERIV COMPR ALUM H2 6,40-8,40MM/4,10-8,40MM;1.0;1.0;
;CONECTOR F.H. P/ CB 107MM2(4/0) C/ CB 34MM2(2);CCH2-40;RONDONIA;MAO-DE-OBRA;1119;Conexão Tipo compressão, por peça.;1.0;1.0;
CH402;CONECTOR F.H. P/ CB 107MM2(4/0) C/ CB 34MM2(2);CCH2-40;RONDONIA;MATERIAL;90485;CONECTOR DERIV COMPR ALUM H7 13,20-21,80MM/4,10-11,40MM;1.0;1.0;
;CONECTOR F.H. P/ CB 67MM2(2/0) C/ CB 53MM2(1/0);CCH20-10;RONDONIA;MAO-DE-OBRA;1119;Conexão Tipo compressão, por peça.;1.0;1.0;
CH2010;CONECTOR F.H. P/ CB 67MM2(2/0) C/ CB 53MM2(1/0);CCH20-10;RONDONIA;MATERIAL;90481;CONECTOR DERIV COMPR ALUM H3 8,30-11,90MM/8,30-11,90MM;1.0;1.0;
;CONECTOR F.H. P/ CB 67MM2(2/0) C/ CB 67MM2(2/0);CCH20-20;RONDONIA;MAO-DE-OBRA;1119;Conexão Tipo compressão, por peça.;1.0;1.0;
CH20;CONECTOR F.H. P/ CB 67MM2(2/0) C/ CB 67MM2(2/0);CCH20-20;RONDONIA;MATERIAL;90481;CONECTOR DERIV COMPR ALUM H3 8,30-11,90MM/8,30-11,90MM;1.0;1.0;
;CONECTOR F.H. P/ CB 67MM2(2/0) C/ CB 107MM2(4/0);CCH20-40;RONDONIA;MAO-DE-OBRA;1119;Conexão Tipo compressão, por peça.;1.0;1.0;
CH4020;CONECTOR F.H. P/ CB 67MM2(2/0) C/ CB 107MM2(4/0);CCH20-40;RONDONIA;MATERIAL;90482;CONECTOR DERIV COMPR ALUM H4 11,70-14,30MM/8,30-11,90MM;1.0;1.0;
;CONECTOR F.H. P/ CB 21MM2(4) C/ CB 53MM2(1/0);CCH4-10;RONDONIA;MAO-DE-OBRA;1119;Conexão Tipo compressão, por peça.;1.0;1.0;
CH104;CONECTOR F.H. P/ CB 21MM2(4) C/ CB 53MM2(1/0);CCH4-10;RONDONIA;MATERIAL;90480;CONECTOR DERIV COMPR ALUM H2 6,40-8,40MM/4,10-8,40MM;1.0;1.0;
;CONECTOR F.H. P/ CB 21MM2(4) C/ CB 34MM2(2);CCH4-2;RONDONIA;MAO-DE-OBRA;1119;Conexão Tipo compressão, por peça.;1.0;1.0;
CH24;CONECTOR F.H. P/ CB 21MM2(4) C/ CB 34MM2(2);CCH4-2;RONDONIA;MATERIAL;90479;CONECTOR DERIV COMPR ALUM H1 4,10-8,40MM/4,10-8,40MM;1.0;1.0;
;CONECTOR F.H. P/ CB 21MM2(4) C/ CB 67MM2(2/0);CCH4-20;RONDONIA;MAO-DE-OBRA;1119;Conexão Tipo compressão, por peça.;1.0;1.0;
CH204;CONECTOR F.H. P/ CB 21MM2(4) C/ CB 67MM2(2/0);CCH4-20;RONDONIA;MATERIAL;90480;CONECTOR DERIV COMPR ALUM H2 6,40-8,40MM/4,10-8,40MM;1.0;1.0;
;CONECTOR F.H. P/ CB 107MM2(4/0) C/ CB 107MM2(4/0;CCH40-40;RONDONIA;MAO-DE-OBRA;1119;Conexão Tipo compressão, por peça.;1.0;1.0;
CH40;CONECTOR F.H. P/ CB 107MM2(4/0) C/ CB 107MM2(4/0;CCH40-40;RONDONIA;MATERIAL;90483;CONECTOR DERIV COMPR ALUM H5 11,70-14,30MM/11,70-14,30MM;1.0;1.0;
BASE;CONCRETAR BASE DE POSTE;CCONCBASE;RONDONIA;MAO-DE-OBRA;1009;Concretar base simples;1.0;1.0;
;CONECTOR TERM ESTRANG CABO CA/CAA 120MM2 (4/0 AWG;CCT-E120;RONDONIA;MAO-DE-OBRA;1119;Conexão Tipo compressão, por peça.;1.0;1.0;
EST120;CONECTOR TERM ESTRANG CABO CA/CAA 120MM2 (4/0 AWG;CCT-E120;RONDONIA;MATERIAL;90342;CONECT TERM ESTRANG CB/BAR ALUM 2F 123X25MM 11.20-12.30MM;1.0;1.0;
;CONECTOR TERM ESTRANG CABO CA/CAA 35MM2 (2 AWG);CCT-E35;RONDONIA;MAO-DE-OBRA;1119;Conexão Tipo compressão, por peça.;1.0;1.0;
EST35;CONECTOR TERM ESTRANG CABO CA/CAA 35MM2 (2 AWG);CCT-E35;RONDONIA;MATERIAL;90340;CONECT TERM ESTRANG CB/BAR ALUM 1F 48X18MM 6.70-7.30MM;1.0;1.0;
;CONECTOR TERM ESTRANG CABO CA/CAA 70MM2 (1/0 AWG);CCT-E70;RONDONIA;MAO-DE-OBRA;1119;Conexão Tipo compressão, por peça.;1.0;1.0;
EST70;CONECTOR TERM ESTRANG CABO CA/CAA 70MM2 (1/0 AWG);CCT-E70;RONDONIA;MATERIAL;90341;CONECT TERM ESTRANG CB/BAR ALUM 2F 106X22MM 9.00-9.70MM;1.0;1.0;
;ELO FUSIVEL DE DISTRIBUICAO 500MM 0,5H;CEF0,5H;RONDONIA;MAO-DE-OBRA;1083;Elo Fusível (peça).;1.0;1.0;
;ELO FUSIVEL DE DISTRIBUICAO 500MM 0,5H;CEF0,5H;RONDONIA;MATERIAL;90497;ELO FUSIVEL DISTRIBUICAO TIPO H 0,5A 500MM;1.0;1.0;
EF10K;ELO FUSIVEL DE DISTRIBUICAO 500MM 10K;CEF10K;RONDONIA;MAO-DE-OBRA;1083;Elo Fusível (peça).;1.0;1.0;
;ELO FUSIVEL DE DISTRIBUICAO 500MM 10K;CEF10K;RONDONIA;MATERIAL;90641;ELO FUSIVEL DISTRIBUICAO TIPO K 10A 500MM VERMELHO;1.0;1.0;
;ELO FUSIVEL DE DISTRIBUICAO 500MM 12K;CEF12K;RONDONIA;MAO-DE-OBRA;1083;Elo Fusível (peça).;1.0;1.0;
;ELO FUSIVEL DE DISTRIBUICAO 500MM 12K;CEF12K;RONDONIA;MATERIAL;90642;ELO FUSIVEL DISTRIBUICAO TIPO K 12A 500MM LARANJA;1.0;1.0;
;ELO FUSIVEL DE DISTRIBUICAO 500MM 15K;CEF15K;RONDONIA;MAO-DE-OBRA;1083;Elo Fusível (peça).;1.0;1.0;
;ELO FUSIVEL DE DISTRIBUICAO 500MM 15K;CEF15K;RONDONIA;MATERIAL;90643;ELO FUSIVEL DISTRIBUICAO TIPO K 15A 500MM VERDE;1.0;1.0;
;ELO FUSIVEL DE DISTRIBUICAO 500MM 1H;CEF1H;RONDONIA;MAO-DE-OBRA;1083;Elo Fusível (peça).;1.0;1.0;
;ELO FUSIVEL DE DISTRIBUICAO 500MM 1H;CEF1H;RONDONIA;MATERIAL;90498;ELO FUSIVEL DISTRIBUICAO TIPO H 1A 500MM;1.0;1.0;
;ELO FUSIVEL DE DISTRIBUICAO 500MM 25K;CEF25K;RONDONIA;MAO-DE-OBRA;1083;Elo Fusível (peça).;1.0;1.0;
;ELO FUSIVEL DE DISTRIBUICAO 500MM 25K;CEF25K;RONDONIA;MATERIAL;90645;ELO FUSIVEL DISTRIBUICAO TIPO K 25A 500MM BRANCO;1.0;1.0;
;ELO FUSIVEL DE DISTRIBUICAO 500MM 2H;CEF2H;RONDONIA;MAO-DE-OBRA;1083;Elo Fusível (peça).;1.0;1.0;
;ELO FUSIVEL DE DISTRIBUICAO 500MM 2H;CEF2H;RONDONIA;MATERIAL;90499;ELO FUSIVEL DISTRIBUICAO TIPO H 2A 500MM;1.0;1.0;
;ELO FUSIVEL DE DISTRIBUICAO 500MM 30K;CEF30K;RONDONIA;MAO-DE-OBRA;1083;Elo Fusível (peça).;1.0;1.0;
;ELO FUSIVEL DE DISTRIBUICAO 500MM 30K;CEF30K;RONDONIA;MATERIAL;90509;ELO FUSIVEL DISTRIBUICAO TIPO K 30A 500MM;1.0;1.0;
;ELO FUSIVEL DE DISTRIBUICAO 500MM 3H;CEF3H;RONDONIA;MAO-DE-OBRA;1083;Elo Fusível (peça).;1.0;1.0;
;ELO FUSIVEL DE DISTRIBUICAO 500MM 3H;CEF3H;RONDONIA;MATERIAL;90500;ELO FUSIVEL DISTRIBUICAO TIPO H 3A 500MM;1.0;1.0;
;ELO FUSIVEL DE DISTRIBUICAO 500MM 40K;CEF40K;RONDONIA;MAO-DE-OBRA;1083;Elo Fusível (peça).;1.0;1.0;
;ELO FUSIVEL DE DISTRIBUICAO 500MM 40K;CEF40K;RONDONIA;MATERIAL;90510;ELO FUSIVEL DISTRIBUICAO TIPO K 40A 500MM;1.0;1.0;
;ELO FUSIVEL DE DISTRIBUICAO 500MM 5H;CEF5H;RONDONIA;MAO-DE-OBRA;1083;Elo Fusível (peça).;1.0;1.0;
;ELO FUSIVEL DE DISTRIBUICAO 500MM 5H;CEF5H;RONDONIA;MATERIAL;90501;ELO FUSIVEL DISTRIBUICAO TIPO H 5A 500MM;1.0;1.0;
;ELO FUSIVEL DE DISTRIBUICAO 500MM 6K;CEF6K;RONDONIA;MAO-DE-OBRA;1083;Elo Fusível (peça).;1.0;1.0;
;ELO FUSIVEL DE DISTRIBUICAO 500MM 6K;CEF6K;RONDONIA;MATERIAL;90502;ELO FUSIVEL DISTRIBUICAO TIPO K 6A 500MM;1.0;1.0;
;1 ESPACADOR LOSANGULAR POLIMERICO;CESPLOS;RONDONIA;MAO-DE-OBRA;1186;Espaçador em rede protegida - Losangular;1.0;1.0;
;1 ESPACADOR LOSANGULAR POLIMERICO;CESPLOS;RONDONIA;MATERIAL;90567;ESPACADOR LOSANGULAR PEAD 15KV 340X460MM TRAV CNZ/PRT;1.0;1.0;
;INSTALAR CHAVE FACA - APENAS MAO DE OBRA;CHAVE FACA-MO;RONDONIA;MAO-DE-OBRA;1080;Chave-faca (peça).;1.0;1.0;
RCFU;INSTALAR CHAVE FUSIVEL POR PEÇA;CHAVE-MO;RONDONIA;MAO-DE-OBRA;1082;Chave-fusível (peça).;1.0;1.0;
;CHAVE SECC EST 15KV 400A 1 F MAN SECO BY-PASS;CHF400ABP;RONDONIA;MAO-DE-OBRA;1080;Chave-faca (peça).;1.0;1.0;
;CHAVE SECC EST 15KV 400A 1 F MAN SECO BY-PASS;CHF400ABP;RONDONIA;MATERIAL;90545;CHAVE SECC BY-PASS DST 1F PORC 11,4/13,8KV 400A MAN SEC DIR;1.0;1.0;
;CHAVE SECC EST 15KV 400A 1 F MAN SECO BY-PASS;CHF400ABP;RONDONIA;MATERIAL;90833;SUPORTE INCL 30GR CHAVE ACO-GALV 15KV 220X235X80MM 400DAN;1.0;1.0;
;CHAVE FUSIVEL RELIGADORA 15KV-100A-3I;CHFUSREL-MO;RONDONIA;MAO-DE-OBRA;1227;Chave Fusível Religadora;1.0;1.0;
;CONEXÃO REDE BT (TRIFASICA) MULTIPLEX CB 120 X CB 120;CP120-120;RONDONIA;MAO-DE-OBRA;1120;Conexão Tipo de aperto, por peça.;3.0;3.0;
CP120;CONEXÃO REDE BT (TRIFASICA) MULTIPLEX CB 120 X CB 120;CP120-120;RONDONIA;MATERIAL;90356;CONECTOR DERIV PERFURAT C/C 1,0KV 35-120MM2/35-120MM2;3.0;3.0;
;CONEXÃO REDE BT (TRIFASICA) MULTIPLEX CB 35 X CB 120;CP35-120;RONDONIA;MAO-DE-OBRA;1120;Conexão Tipo de aperto, por peça.;3.0;3.0;
CP12035;CONEXÃO REDE BT (TRIFASICA) MULTIPLEX CB 35 X CB 120;CP35-120;RONDONIA;MATERIAL;90355;CONECTOR DERIV PERFURAT C/C 1,0KV 35-120MM2/10-35MM2;3.0;3.0;
;CONEXÃO REDE BT (TRIFASICA) MULTIPLEX CB 35 X CB 35;CP35-35;RONDONIA;MAO-DE-OBRA;1120;Conexão Tipo de aperto, por peça.;3.0;3.0;
CP35;CONEXÃO REDE BT (TRIFASICA) MULTIPLEX CB 35 X CB 35;CP35-35;RONDONIA;MATERIAL;90353;CONECTOR DERIV PERFURAT C/C 1,0KV 16-120MM2/4-35MM2;3.0;3.0;
;CONEXÃO REDE BT (TRIFASICA) MULTIPLEX CB 35 X CB 70;CP35-70;RONDONIA;MAO-DE-OBRA;1120;Conexão Tipo de aperto, por peça.;3.0;3.0;
CP7035;CONEXÃO REDE BT (TRIFASICA) MULTIPLEX CB 35 X CB 70;CP35-70;RONDONIA;MATERIAL;90353;CONECTOR DERIV PERFURAT C/C 1,0KV 16-120MM2/4-35MM2;3.0;3.0;
;CONEXÃO REDE BT (TRIFASICA) MULTIPLEX CB 70 X CB 120;CP70-120;RONDONIA;MAO-DE-OBRA;1120;Conexão Tipo de aperto, por peça.;3.0;3.0;
CP12070;CONEXÃO REDE BT (TRIFASICA) MULTIPLEX CB 70 X CB 120;CP70-120;RONDONIA;MATERIAL;90356;CONECTOR DERIV PERFURAT C/C 1,0KV 35-120MM2/35-120MM2;3.0;3.0;
;CONEXÃO REDE BT (TRIFASICA) MULTIPLEX CB 70 X CB 70;CP70-70;RONDONIA;MAO-DE-OBRA;1120;Conexão Tipo de aperto, por peça.;3.0;3.0;
CP70;CONEXÃO REDE BT (TRIFASICA) MULTIPLEX CB 70 X CB 70;CP70-70;RONDONIA;MATERIAL;90354;CONECTOR DERIV PERFURAT C/C 1,0KV 25-95MM2/25-95MM2;3.0;3.0;
RETMULT;RETENSIONAMENTO CB MULTIPLEX;CRETMULT;RONDONIA;MAO-DE-OBRA;1113;Retensionamento e Nivelamento Cabo Multiplex ,por metro;1.0;1.0;
;CRUZETA CONCRETO;CRUZETA CONC;RONDONIA;MATERIAL;90662;CRUZETA DISTR CONCR TIPO RETAN 2400MM 90X115MM 400DAN CAA2;1.0;1.0;
;CRUZETA POLIMERICA;CRUZETA POLI;RONDONIA;MATERIAL;90404;CRUZETA DISTR PRFV RETANG 90X112,5MM 2400MM 400DAN;1.0;1.0;
;SUPORTE PARA BANCO CAPACITOR ATÉ 6 CÉLULAS;CSUPCAP6UN;RONDONIA;MAO-DE-OBRA;9094;INST ESTRUT SUPORTE EQUIPAMENTO;1.0;1.0;
;SUPORTE PARA BANCO CAPACITOR ATÉ 6 CÉLULAS;CSUPCAP6UN;RONDONIA;MATERIAL;90891;SUPORTE P/ BCO DISTR ACO-GALV 6UN 2100X500X500MM;1.0;1.0;
TR13;TRAFO MONO 3 KVA;CTR103;RONDONIA;MAO-DE-OBRA;1071;Trafo Monofasico;1.0;1.0;
;TRAFO MONO 3 KVA;CTR103;RONDONIA;MATERIAL;8390;TRANSF DIST MONO 7.9KV 3KVA;1.0;1.0;
FAIXA;DESMATAMENTO E LIMPEZA DE FAIXA;FAIXA;RONDONIA;MAO-DE-OBRA;1205;Desmatamento de faixa e aceiro dos postes em 1Km de faixa de LDR;0.001;0.001;
FLY;Refazer FLY BT ou MT;FLY-MO;RONDONIA;MAO-DE-OBRA;1122;Flying-tap primário ou secundário.;1.0;1.0;
;FLY RD/BT PARA CB 1/0 AWG A CB CB 1/0 AWG;FLY10-10;RONDONIA;MAO-DE-OBRA;1119;Conexão Tipo compressão, por peça.;8.0;8.0;
;FLY RD/BT PARA CB 1/0 AWG A CB CB 1/0 AWG;FLY10-10;RONDONIA;MAO-DE-OBRA;1122;Flying-tap primário ou secundário.;1.0;1.0;
;FLY RD/BT PARA CB 1/0 AWG A CB CB 1/0 AWG;FLY10-10;RONDONIA;MATERIAL;90481;CONECTOR DERIV COMPR ALUM H3 8,30-11,90MM/8,30-11,90MM;8.0;8.0;
;FLY RD/BT PARA CB 1/0 AWG A CB CB 4/0 AWG;FLY10-40;RONDONIA;MAO-DE-OBRA;1119;Conexão Tipo compressão, por peça.;8.0;8.0;
;FLY RD/BT PARA CB 1/0 AWG A CB CB 4/0 AWG;FLY10-40;RONDONIA;MAO-DE-OBRA;1122;Flying-tap primário ou secundário.;1.0;1.0;
;FLY RD/BT PARA CB 1/0 AWG A CB CB 4/0 AWG;FLY10-40;RONDONIA;MATERIAL;90482;CONECTOR DERIV COMPR ALUM H4 11,70-14,30MM/8,30-11,90MM;8.0;8.0;
;FLY RD/BT PARA CB 120MM A CB 120MM (4/0 AWG);FLY120-120;RONDONIA;MAO-DE-OBRA;1119;Conexão Tipo compressão, por peça.;2.0;2.0;
;FLY RD/BT PARA CB 120MM A CB 120MM (4/0 AWG);FLY120-120;RONDONIA;MAO-DE-OBRA;1120;Conexão Tipo de aperto, por peça.;6.0;6.0;
;FLY RD/BT PARA CB 120MM A CB 120MM (4/0 AWG);FLY120-120;RONDONIA;MAO-DE-OBRA;1122;Flying-tap primário ou secundário.;1.0;1.0;
;FLY RD/BT PARA CB 120MM A CB 120MM (4/0 AWG);FLY120-120;RONDONIA;MATERIAL;90481;CONECTOR DERIV COMPR ALUM H3 8,30-11,90MM/8,30-11,90MM;2.0;2.0;
;FLY RD/BT PARA CB 120MM A CB 120MM (4/0 AWG);FLY120-120;RONDONIA;MATERIAL;90356;CONECTOR DERIV PERFURAT C/C 1,0KV 35-120MM2/35-120MM2;6.0;6.0;
;FLY RD PROT. CB 185 X CB 185;FLY185-185P;RONDONIA;MAO-DE-OBRA;1118;Conexão Tipo com Cunha, por peça.;6.0;6.0;
;FLY RD PROT. CB 185 X CB 185;FLY185-185P;RONDONIA;MAO-DE-OBRA;1122;Flying-tap primário ou secundário.;1.0;1.0;
;FLY RD PROT. CB 185 X CB 185;FLY185-185P;RONDONIA;MATERIAL;90888;CAPA PROT CONECTOR CUNHA 15KV 166X100MM SERIE AZUL;6.0;6.0;
;FLY RD PROT. CB 185 X CB 185;FLY185-185P;RONDONIA;MATERIAL;90487;CARTUCHO CONECTOR CUNHA METAL 14,8X5,7X7,0MM AZUL;6.0;6.0;
;FLY RD PROT. CB 185 X CB 185;FLY185-185P;RONDONIA;MATERIAL;90796;CONECTOR CUNHA ALUM CN-02 15,24-17,37/11,68-17,37MM AZL;6.0;6.0;
;FLY RD PROT. CB 185 X CB 185;FLY185-185P;RONDONIA;MATERIAL;32262;SEPARADOR VERTICAL DE 15 KV;4.0;4.0;
;FLY RD/BT PARA CB 2 AWG A CB CB 1/0 AWG;FLY2-10;RONDONIA;MAO-DE-OBRA;1119;Conexão Tipo compressão, por peça.;8.0;8.0;
